"GEO_ID","NAME","B25095_001E","B25095_001EA","B25095_001M","B25095_001MA","B25095_002E","B25095_002M","B25095_002MA","B25095_002EA","B25095_003E","B25095_003M","B25095_003MA","B25095_003EA","B25095_004E","B25095_004EA","B25095_004M","B25095_004MA","B25095_005E","B25095_005EA","B25095_005M","B25095_005MA","B25095_006E","B25095_006EA","B25095_006M","B25095_006MA","B25095_007E","B25095_007M","B25095_007MA","B25095_007EA","B25095_008E","B25095_008M","B25095_008MA","B25095_008EA","B25095_009E","B25095_009M","B25095_009MA","B25095_009EA","B25095_010E","B25095_010EA","B25095_010M","B25095_010MA","B25095_011E","B25095_011EA","B25095_011M","B25095_011MA","B25095_012E","B25095_012EA","B25095_012M","B25095_012MA","B25095_013E","B25095_013M","B25095_013MA","B25095_013EA","B25095_014E","B25095_014M","B25095_014MA","B25095_014EA","B25095_015E","B25095_015EA","B25095_015M","B25095_015MA","B25095_016E","B25095_016EA","B25095_016M","B25095_016MA","B25095_017E","B25095_017EA","B25095_017M","B25095_017MA","B25095_018E","B25095_018M","B25095_018MA","B25095_018EA","B25095_019E","B25095_019M","B25095_019MA","B25095_019EA","B25095_020E","B25095_020M","B25095_020MA","B25095_020EA","B25095_021E","B25095_021EA","B25095_021M","B25095_021MA","B25095_022E","B25095_022EA","B25095_022M","B25095_022MA","B25095_023E","B25095_023EA","B25095_023M","B25095_023MA","B25095_024E","B25095_024M","B25095_024MA","B25095_024EA","B25095_025E","B25095_025M","B25095_025MA","B25095_025EA","B25095_026E","B25095_026M","B25095_026MA","B25095_026EA","B25095_027E","B25095_027EA","B25095_027M","B25095_027MA","B25095_028E","B25095_028EA","B25095_028M","B25095_028MA","B25095_029E","B25095_029M","B25095_029MA","B25095_029EA","B25095_030E","B25095_030M","B25095_030MA","B25095_030EA","B25095_031E","B25095_031M","B25095_031MA","B25095_031EA","B25095_032E","B25095_032M","B25095_032MA","B25095_032EA","B25095_033E","B25095_033EA","B25095_033M","B25095_033MA","B25095_034E","B25095_034EA","B25095_034M","B25095_034MA","B25095_035E","B25095_035M","B25095_035MA","B25095_035EA","B25095_036E","B25095_036M","B25095_036MA","B25095_036EA","B25095_037E","B25095_037EA","B25095_037M","B25095_037MA","B25095_038E","B25095_038EA","B25095_038M","B25095_038MA","B25095_039E","B25095_039M","B25095_039MA","B25095_039EA","B25095_040E","B25095_040M","B25095_040MA","B25095_040EA","B25095_041E","B25095_041M","B25095_041MA","B25095_041EA","B25095_042E","B25095_042M","B25095_042MA","B25095_042EA","B25095_043E","B25095_043EA","B25095_043M","B25095_043MA","B25095_044E","B25095_044M","B25095_044MA","B25095_044EA","B25095_045E","B25095_045M","B25095_045MA","B25095_045EA","B25095_046E","B25095_046EA","B25095_046M","B25095_046MA","B25095_047E","B25095_047M","B25095_047MA","B25095_047EA","B25095_048E","B25095_048EA","B25095_048M","B25095_048MA","B25095_049E","B25095_049EA","B25095_049M","B25095_049MA","B25095_050E","B25095_050M","B25095_050MA","B25095_050EA","B25095_051E","B25095_051EA","B25095_051M","B25095_051MA","B25095_052E","B25095_052M","B25095_052MA","B25095_052EA","B25095_053E","B25095_053M","B25095_053MA","B25095_053EA","B25095_054E","B25095_054EA","B25095_054M","B25095_054MA","B25095_055E","B25095_055M","B25095_055MA","B25095_055EA","B25095_056E","B25095_056EA","B25095_056M","B25095_056MA","B25095_057E","B25095_057M","B25095_057MA","B25095_057EA","B25095_058E","B25095_058M","B25095_058MA","B25095_058EA","B25095_059E","B25095_059EA","B25095_059M","B25095_059MA","B25095_060E","B25095_060EA","B25095_060M","B25095_060MA","B25095_061E","B25095_061EA","B25095_061M","B25095_061MA","B25095_062E","B25095_062M","B25095_062MA","B25095_062EA","B25095_063E","B25095_063M","B25095_063MA","B25095_063EA","B25095_064E","B25095_064M","B25095_064MA","B25095_064EA","B25095_065E","B25095_065EA","B25095_065M","B25095_065MA","B25095_066E","B25095_066EA","B25095_066M","B25095_066MA","B25095_067E","B25095_067EA","B25095_067M","B25095_067MA","B25095_068E","B25095_068M","B25095_068MA","B25095_068EA","B25095_069E","B25095_069M","B25095_069MA","B25095_069EA","B25095_070E","B25095_070EA","B25095_070M","B25095_070MA","B25095_071E","B25095_071EA","B25095_071M","B25095_071MA","B25095_072E","B25095_072EA","B25095_072M","B25095_072MA","B25095_073E","B25095_073M","B25095_073MA","B25095_073EA",
"Geography","Geographic Area Name","Estimate!!Total","Annotation of Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Estimate!!Total!!Less than $10,000","Margin of Error!!Total!!Less than $10,000","Annotation of Margin of Error!!Total!!Less than $10,000","Annotation of Estimate!!Total!!Less than $10,000","Estimate!!Total!!Less than $10,000!!Less than 20.0 percent","Margin of Error!!Total!!Less than $10,000!!Less than 20.0 percent","Annotation of Margin of Error!!Total!!Less than $10,000!!Less than 20.0 percent","Annotation of Estimate!!Total!!Less than $10,000!!Less than 20.0 percent","Estimate!!Total!!Less than $10,000!!20.0 to 24.9 percent","Annotation of Estimate!!Total!!Less than $10,000!!20.0 to 24.9 percent","Margin of Error!!Total!!Less than $10,000!!20.0 to 24.9 percent","Annotation of Margin of Error!!Total!!Less than $10,000!!20.0 to 24.9 percent","Estimate!!Total!!Less than $10,000!!25.0 to 29.9 percent","Annotation of Estimate!!Total!!Less than $10,000!!25.0 to 29.9 percent","Margin of Error!!Total!!Less than $10,000!!25.0 to 29.9 percent","Annotation of Margin of Error!!Total!!Less than $10,000!!25.0 to 29.9 percent","Estimate!!Total!!Less than $10,000!!30.0 to 34.9 percent","Annotation of Estimate!!Total!!Less than $10,000!!30.0 to 34.9 percent","Margin of Error!!Total!!Less than $10,000!!30.0 to 34.9 percent","Annotation of Margin of Error!!Total!!Less than $10,000!!30.0 to 34.9 percent","Estimate!!Total!!Less than $10,000!!35.0 to 39.9 percent","Margin of Error!!Total!!Less than $10,000!!35.0 to 39.9 percent","Annotation of Margin of Error!!Total!!Less than $10,000!!35.0 to 39.9 percent","Annotation of Estimate!!Total!!Less than $10,000!!35.0 to 39.9 percent","Estimate!!Total!!Less than $10,000!!40.0 to 49.9 percent","Margin of Error!!Total!!Less than $10,000!!40.0 to 49.9 percent","Annotation of Margin of Error!!Total!!Less than $10,000!!40.0 to 49.9 percent","Annotation of Estimate!!Total!!Less than $10,000!!40.0 to 49.9 percent","Estimate!!Total!!Less than $10,000!!50.0 percent or more","Margin of Error!!Total!!Less than $10,000!!50.0 percent or more","Annotation of Margin of Error!!Total!!Less than $10,000!!50.0 percent or more","Annotation of Estimate!!Total!!Less than $10,000!!50.0 percent or more","Estimate!!Total!!Less than $10,000!!Not computed","Annotation of Estimate!!Total!!Less than $10,000!!Not computed","Margin of Error!!Total!!Less than $10,000!!Not computed","Annotation of Margin of Error!!Total!!Less than $10,000!!Not computed","Estimate!!Total!!$10,000 to $19,999","Annotation of Estimate!!Total!!$10,000 to $19,999","Margin of Error!!Total!!$10,000 to $19,999","Annotation of Margin of Error!!Total!!$10,000 to $19,999","Estimate!!Total!!$10,000 to $19,999!!Less than 20.0 percent","Annotation of Estimate!!Total!!$10,000 to $19,999!!Less than 20.0 percent","Margin of Error!!Total!!$10,000 to $19,999!!Less than 20.0 percent","Annotation of Margin of Error!!Total!!$10,000 to $19,999!!Less than 20.0 percent","Estimate!!Total!!$10,000 to $19,999!!20.0 to 24.9 percent","Margin of Error!!Total!!$10,000 to $19,999!!20.0 to 24.9 percent","Annotation of Margin of Error!!Total!!$10,000 to $19,999!!20.0 to 24.9 percent","Annotation of Estimate!!Total!!$10,000 to $19,999!!20.0 to 24.9 percent","Estimate!!Total!!$10,000 to $19,999!!25.0 to 29.9 percent","Margin of Error!!Total!!$10,000 to $19,999!!25.0 to 29.9 percent","Annotation of Margin of Error!!Total!!$10,000 to $19,999!!25.0 to 29.9 percent","Annotation of Estimate!!Total!!$10,000 to $19,999!!25.0 to 29.9 percent","Estimate!!Total!!$10,000 to $19,999!!30.0 to 34.9 percent","Annotation of Estimate!!Total!!$10,000 to $19,999!!30.0 to 34.9 percent","Margin of Error!!Total!!$10,000 to $19,999!!30.0 to 34.9 percent","Annotation of Margin of Error!!Total!!$10,000 to $19,999!!30.0 to 34.9 percent","Estimate!!Total!!$10,000 to $19,999!!35.0 to 39.9 percent","Annotation of Estimate!!Total!!$10,000 to $19,999!!35.0 to 39.9 percent","Margin of Error!!Total!!$10,000 to $19,999!!35.0 to 39.9 percent","Annotation of Margin of Error!!Total!!$10,000 to $19,999!!35.0 to 39.9 percent","Estimate!!Total!!$10,000 to $19,999!!40.0 to 49.9 percent","Annotation of Estimate!!Total!!$10,000 to $19,999!!40.0 to 49.9 percent","Margin of Error!!Total!!$10,000 to $19,999!!40.0 to 49.9 percent","Annotation of Margin of Error!!Total!!$10,000 to $19,999!!40.0 to 49.9 percent","Estimate!!Total!!$10,000 to $19,999!!50.0 percent or more","Margin of Error!!Total!!$10,000 to $19,999!!50.0 percent or more","Annotation of Margin of Error!!Total!!$10,000 to $19,999!!50.0 percent or more","Annotation of Estimate!!Total!!$10,000 to $19,999!!50.0 percent or more","Estimate!!Total!!$10,000 to $19,999!!Not computed","Margin of Error!!Total!!$10,000 to $19,999!!Not computed","Annotation of Margin of Error!!Total!!$10,000 to $19,999!!Not computed","Annotation of Estimate!!Total!!$10,000 to $19,999!!Not computed","Estimate!!Total!!$20,000 to $34,999","Margin of Error!!Total!!$20,000 to $34,999","Annotation of Margin of Error!!Total!!$20,000 to $34,999","Annotation of Estimate!!Total!!$20,000 to $34,999","Estimate!!Total!!$20,000 to $34,999!!Less than 20.0 percent","Annotation of Estimate!!Total!!$20,000 to $34,999!!Less than 20.0 percent","Margin of Error!!Total!!$20,000 to $34,999!!Less than 20.0 percent","Annotation of Margin of Error!!Total!!$20,000 to $34,999!!Less than 20.0 percent","Estimate!!Total!!$20,000 to $34,999!!20.0 to 24.9 percent","Annotation of Estimate!!Total!!$20,000 to $34,999!!20.0 to 24.9 percent","Margin of Error!!Total!!$20,000 to $34,999!!20.0 to 24.9 percent","Annotation of Margin of Error!!Total!!$20,000 to $34,999!!20.0 to 24.9 percent","Estimate!!Total!!$20,000 to $34,999!!25.0 to 29.9 percent","Annotation of Estimate!!Total!!$20,000 to $34,999!!25.0 to 29.9 percent","Margin of Error!!Total!!$20,000 to $34,999!!25.0 to 29.9 percent","Annotation of Margin of Error!!Total!!$20,000 to $34,999!!25.0 to 29.9 percent","Estimate!!Total!!$20,000 to $34,999!!30.0 to 34.9 percent","Margin of Error!!Total!!$20,000 to $34,999!!30.0 to 34.9 percent","Annotation of Margin of Error!!Total!!$20,000 to $34,999!!30.0 to 34.9 percent","Annotation of Estimate!!Total!!$20,000 to $34,999!!30.0 to 34.9 percent","Estimate!!Total!!$20,000 to $34,999!!35.0 to 39.9 percent","Margin of Error!!Total!!$20,000 to $34,999!!35.0 to 39.9 percent","Annotation of Margin of Error!!Total!!$20,000 to $34,999!!35.0 to 39.9 percent","Annotation of Estimate!!Total!!$20,000 to $34,999!!35.0 to 39.9 percent","Estimate!!Total!!$20,000 to $34,999!!40.0 to 49.9 percent","Margin of Error!!Total!!$20,000 to $34,999!!40.0 to 49.9 percent","Annotation of Margin of Error!!Total!!$20,000 to $34,999!!40.0 to 49.9 percent","Annotation of Estimate!!Total!!$20,000 to $34,999!!40.0 to 49.9 percent","Estimate!!Total!!$20,000 to $34,999!!50.0 percent or more","Annotation of Estimate!!Total!!$20,000 to $34,999!!50.0 percent or more","Margin of Error!!Total!!$20,000 to $34,999!!50.0 percent or more","Annotation of Margin of Error!!Total!!$20,000 to $34,999!!50.0 percent or more","Estimate!!Total!!$20,000 to $34,999!!Not computed","Annotation of Estimate!!Total!!$20,000 to $34,999!!Not computed","Margin of Error!!Total!!$20,000 to $34,999!!Not computed","Annotation of Margin of Error!!Total!!$20,000 to $34,999!!Not computed","Estimate!!Total!!$35,000 to $49,999","Margin of Error!!Total!!$35,000 to $49,999","Annotation of Margin of Error!!Total!!$35,000 to $49,999","Annotation of Estimate!!Total!!$35,000 to $49,999","Estimate!!Total!!$35,000 to $49,999!!Less than 20.0 percent","Margin of Error!!Total!!$35,000 to $49,999!!Less than 20.0 percent","Annotation of Margin of Error!!Total!!$35,000 to $49,999!!Less than 20.0 percent","Annotation of Estimate!!Total!!$35,000 to $49,999!!Less than 20.0 percent","Estimate!!Total!!$35,000 to $49,999!!20.0 to 24.9 percent","Margin of Error!!Total!!$35,000 to $49,999!!20.0 to 24.9 percent","Annotation of Margin of Error!!Total!!$35,000 to $49,999!!20.0 to 24.9 percent","Annotation of Estimate!!Total!!$35,000 to $49,999!!20.0 to 24.9 percent","Estimate!!Total!!$35,000 to $49,999!!25.0 to 29.9 percent","Margin of Error!!Total!!$35,000 to $49,999!!25.0 to 29.9 percent","Annotation of Margin of Error!!Total!!$35,000 to $49,999!!25.0 to 29.9 percent","Annotation of Estimate!!Total!!$35,000 to $49,999!!25.0 to 29.9 percent","Estimate!!Total!!$35,000 to $49,999!!30.0 to 34.9 percent","Annotation of Estimate!!Total!!$35,000 to $49,999!!30.0 to 34.9 percent","Margin of Error!!Total!!$35,000 to $49,999!!30.0 to 34.9 percent","Annotation of Margin of Error!!Total!!$35,000 to $49,999!!30.0 to 34.9 percent","Estimate!!Total!!$35,000 to $49,999!!35.0 to 39.9 percent","Annotation of Estimate!!Total!!$35,000 to $49,999!!35.0 to 39.9 percent","Margin of Error!!Total!!$35,000 to $49,999!!35.0 to 39.9 percent","Annotation of Margin of Error!!Total!!$35,000 to $49,999!!35.0 to 39.9 percent","Estimate!!Total!!$35,000 to $49,999!!40.0 to 49.9 percent","Margin of Error!!Total!!$35,000 to $49,999!!40.0 to 49.9 percent","Annotation of Margin of Error!!Total!!$35,000 to $49,999!!40.0 to 49.9 percent","Annotation of Estimate!!Total!!$35,000 to $49,999!!40.0 to 49.9 percent","Estimate!!Total!!$35,000 to $49,999!!50.0 percent or more","Margin of Error!!Total!!$35,000 to $49,999!!50.0 percent or more","Annotation of Margin of Error!!Total!!$35,000 to $49,999!!50.0 percent or more","Annotation of Estimate!!Total!!$35,000 to $49,999!!50.0 percent or more","Estimate!!Total!!$35,000 to $49,999!!Not computed","Annotation of Estimate!!Total!!$35,000 to $49,999!!Not computed","Margin of Error!!Total!!$35,000 to $49,999!!Not computed","Annotation of Margin of Error!!Total!!$35,000 to $49,999!!Not computed","Estimate!!Total!!$50,000 to $74,999","Annotation of Estimate!!Total!!$50,000 to $74,999","Margin of Error!!Total!!$50,000 to $74,999","Annotation of Margin of Error!!Total!!$50,000 to $74,999","Estimate!!Total!!$50,000 to $74,999!!Less than 20.0 percent","Margin of Error!!Total!!$50,000 to $74,999!!Less than 20.0 percent","Annotation of Margin of Error!!Total!!$50,000 to $74,999!!Less than 20.0 percent","Annotation of Estimate!!Total!!$50,000 to $74,999!!Less than 20.0 percent","Estimate!!Total!!$50,000 to $74,999!!20.0 to 24.9 percent","Margin of Error!!Total!!$50,000 to $74,999!!20.0 to 24.9 percent","Annotation of Margin of Error!!Total!!$50,000 to $74,999!!20.0 to 24.9 percent","Annotation of Estimate!!Total!!$50,000 to $74,999!!20.0 to 24.9 percent","Estimate!!Total!!$50,000 to $74,999!!25.0 to 29.9 percent","Margin of Error!!Total!!$50,000 to $74,999!!25.0 to 29.9 percent","Annotation of Margin of Error!!Total!!$50,000 to $74,999!!25.0 to 29.9 percent","Annotation of Estimate!!Total!!$50,000 to $74,999!!25.0 to 29.9 percent","Estimate!!Total!!$50,000 to $74,999!!30.0 to 34.9 percent","Margin of Error!!Total!!$50,000 to $74,999!!30.0 to 34.9 percent","Annotation of Margin of Error!!Total!!$50,000 to $74,999!!30.0 to 34.9 percent","Annotation of Estimate!!Total!!$50,000 to $74,999!!30.0 to 34.9 percent","Estimate!!Total!!$50,000 to $74,999!!35.0 to 39.9 percent","Annotation of Estimate!!Total!!$50,000 to $74,999!!35.0 to 39.9 percent","Margin of Error!!Total!!$50,000 to $74,999!!35.0 to 39.9 percent","Annotation of Margin of Error!!Total!!$50,000 to $74,999!!35.0 to 39.9 percent","Estimate!!Total!!$50,000 to $74,999!!40.0 to 49.9 percent","Margin of Error!!Total!!$50,000 to $74,999!!40.0 to 49.9 percent","Annotation of Margin of Error!!Total!!$50,000 to $74,999!!40.0 to 49.9 percent","Annotation of Estimate!!Total!!$50,000 to $74,999!!40.0 to 49.9 percent","Estimate!!Total!!$50,000 to $74,999!!50.0 percent or more","Margin of Error!!Total!!$50,000 to $74,999!!50.0 percent or more","Annotation of Margin of Error!!Total!!$50,000 to $74,999!!50.0 percent or more","Annotation of Estimate!!Total!!$50,000 to $74,999!!50.0 percent or more","Estimate!!Total!!$50,000 to $74,999!!Not computed","Annotation of Estimate!!Total!!$50,000 to $74,999!!Not computed","Margin of Error!!Total!!$50,000 to $74,999!!Not computed","Annotation of Margin of Error!!Total!!$50,000 to $74,999!!Not computed","Estimate!!Total!!$75,000 to $99,999","Margin of Error!!Total!!$75,000 to $99,999","Annotation of Margin of Error!!Total!!$75,000 to $99,999","Annotation of Estimate!!Total!!$75,000 to $99,999","Estimate!!Total!!$75,000 to $99,999!!Less than 20.0 percent","Annotation of Estimate!!Total!!$75,000 to $99,999!!Less than 20.0 percent","Margin of Error!!Total!!$75,000 to $99,999!!Less than 20.0 percent","Annotation of Margin of Error!!Total!!$75,000 to $99,999!!Less than 20.0 percent","Estimate!!Total!!$75,000 to $99,999!!20.0 to 24.9 percent","Annotation of Estimate!!Total!!$75,000 to $99,999!!20.0 to 24.9 percent","Margin of Error!!Total!!$75,000 to $99,999!!20.0 to 24.9 percent","Annotation of Margin of Error!!Total!!$75,000 to $99,999!!20.0 to 24.9 percent","Estimate!!Total!!$75,000 to $99,999!!25.0 to 29.9 percent","Margin of Error!!Total!!$75,000 to $99,999!!25.0 to 29.9 percent","Annotation of Margin of Error!!Total!!$75,000 to $99,999!!25.0 to 29.9 percent","Annotation of Estimate!!Total!!$75,000 to $99,999!!25.0 to 29.9 percent","Estimate!!Total!!$75,000 to $99,999!!30.0 to 34.9 percent","Annotation of Estimate!!Total!!$75,000 to $99,999!!30.0 to 34.9 percent","Margin of Error!!Total!!$75,000 to $99,999!!30.0 to 34.9 percent","Annotation of Margin of Error!!Total!!$75,000 to $99,999!!30.0 to 34.9 percent","Estimate!!Total!!$75,000 to $99,999!!35.0 to 39.9 percent","Margin of Error!!Total!!$75,000 to $99,999!!35.0 to 39.9 percent","Annotation of Margin of Error!!Total!!$75,000 to $99,999!!35.0 to 39.9 percent","Annotation of Estimate!!Total!!$75,000 to $99,999!!35.0 to 39.9 percent","Estimate!!Total!!$75,000 to $99,999!!40.0 to 49.9 percent","Margin of Error!!Total!!$75,000 to $99,999!!40.0 to 49.9 percent","Annotation of Margin of Error!!Total!!$75,000 to $99,999!!40.0 to 49.9 percent","Annotation of Estimate!!Total!!$75,000 to $99,999!!40.0 to 49.9 percent","Estimate!!Total!!$75,000 to $99,999!!50.0 percent or more","Annotation of Estimate!!Total!!$75,000 to $99,999!!50.0 percent or more","Margin of Error!!Total!!$75,000 to $99,999!!50.0 percent or more","Annotation of Margin of Error!!Total!!$75,000 to $99,999!!50.0 percent or more","Estimate!!Total!!$75,000 to $99,999!!Not computed","Margin of Error!!Total!!$75,000 to $99,999!!Not computed","Annotation of Margin of Error!!Total!!$75,000 to $99,999!!Not computed","Annotation of Estimate!!Total!!$75,000 to $99,999!!Not computed","Estimate!!Total!!$100,000 to $149,999","Annotation of Estimate!!Total!!$100,000 to $149,999","Margin of Error!!Total!!$100,000 to $149,999","Annotation of Margin of Error!!Total!!$100,000 to $149,999","Estimate!!Total!!$100,000 to $149,999!!Less than 20.0 percent","Margin of Error!!Total!!$100,000 to $149,999!!Less than 20.0 percent","Annotation of Margin of Error!!Total!!$100,000 to $149,999!!Less than 20.0 percent","Annotation of Estimate!!Total!!$100,000 to $149,999!!Less than 20.0 percent","Estimate!!Total!!$100,000 to $149,999!!20.0 to 24.9 percent","Margin of Error!!Total!!$100,000 to $149,999!!20.0 to 24.9 percent","Annotation of Margin of Error!!Total!!$100,000 to $149,999!!20.0 to 24.9 percent","Annotation of Estimate!!Total!!$100,000 to $149,999!!20.0 to 24.9 percent","Estimate!!Total!!$100,000 to $149,999!!25.0 to 29.9 percent","Annotation of Estimate!!Total!!$100,000 to $149,999!!25.0 to 29.9 percent","Margin of Error!!Total!!$100,000 to $149,999!!25.0 to 29.9 percent","Annotation of Margin of Error!!Total!!$100,000 to $149,999!!25.0 to 29.9 percent","Estimate!!Total!!$100,000 to $149,999!!30.0 to 34.9 percent","Annotation of Estimate!!Total!!$100,000 to $149,999!!30.0 to 34.9 percent","Margin of Error!!Total!!$100,000 to $149,999!!30.0 to 34.9 percent","Annotation of Margin of Error!!Total!!$100,000 to $149,999!!30.0 to 34.9 percent","Estimate!!Total!!$100,000 to $149,999!!35.0 to 39.9 percent","Annotation of Estimate!!Total!!$100,000 to $149,999!!35.0 to 39.9 percent","Margin of Error!!Total!!$100,000 to $149,999!!35.0 to 39.9 percent","Annotation of Margin of Error!!Total!!$100,000 to $149,999!!35.0 to 39.9 percent","Estimate!!Total!!$100,000 to $149,999!!40.0 to 49.9 percent","Margin of Error!!Total!!$100,000 to $149,999!!40.0 to 49.9 percent","Annotation of Margin of Error!!Total!!$100,000 to $149,999!!40.0 to 49.9 percent","Annotation of Estimate!!Total!!$100,000 to $149,999!!40.0 to 49.9 percent","Estimate!!Total!!$100,000 to $149,999!!50.0 percent or more","Margin of Error!!Total!!$100,000 to $149,999!!50.0 percent or more","Annotation of Margin of Error!!Total!!$100,000 to $149,999!!50.0 percent or more","Annotation of Estimate!!Total!!$100,000 to $149,999!!50.0 percent or more","Estimate!!Total!!$100,000 to $149,999!!Not computed","Margin of Error!!Total!!$100,000 to $149,999!!Not computed","Annotation of Margin of Error!!Total!!$100,000 to $149,999!!Not computed","Annotation of Estimate!!Total!!$100,000 to $149,999!!Not computed","Estimate!!Total!!$150,000 or more","Annotation of Estimate!!Total!!$150,000 or more","Margin of Error!!Total!!$150,000 or more","Annotation of Margin of Error!!Total!!$150,000 or more","Estimate!!Total!!$150,000 or more!!Less than 20.0 percent","Annotation of Estimate!!Total!!$150,000 or more!!Less than 20.0 percent","Margin of Error!!Total!!$150,000 or more!!Less than 20.0 percent","Annotation of Margin of Error!!Total!!$150,000 or more!!Less than 20.0 percent","Estimate!!Total!!$150,000 or more!!20.0 to 24.9 percent","Annotation of Estimate!!Total!!$150,000 or more!!20.0 to 24.9 percent","Margin of Error!!Total!!$150,000 or more!!20.0 to 24.9 percent","Annotation of Margin of Error!!Total!!$150,000 or more!!20.0 to 24.9 percent","Estimate!!Total!!$150,000 or more!!25.0 to 29.9 percent","Margin of Error!!Total!!$150,000 or more!!25.0 to 29.9 percent","Annotation of Margin of Error!!Total!!$150,000 or more!!25.0 to 29.9 percent","Annotation of Estimate!!Total!!$150,000 or more!!25.0 to 29.9 percent","Estimate!!Total!!$150,000 or more!!30.0 to 34.9 percent","Margin of Error!!Total!!$150,000 or more!!30.0 to 34.9 percent","Annotation of Margin of Error!!Total!!$150,000 or more!!30.0 to 34.9 percent","Annotation of Estimate!!Total!!$150,000 or more!!30.0 to 34.9 percent","Estimate!!Total!!$150,000 or more!!35.0 to 39.9 percent","Annotation of Estimate!!Total!!$150,000 or more!!35.0 to 39.9 percent","Margin of Error!!Total!!$150,000 or more!!35.0 to 39.9 percent","Annotation of Margin of Error!!Total!!$150,000 or more!!35.0 to 39.9 percent","Estimate!!Total!!$150,000 or more!!40.0 to 49.9 percent","Annotation of Estimate!!Total!!$150,000 or more!!40.0 to 49.9 percent","Margin of Error!!Total!!$150,000 or more!!40.0 to 49.9 percent","Annotation of Margin of Error!!Total!!$150,000 or more!!40.0 to 49.9 percent","Estimate!!Total!!$150,000 or more!!50.0 percent or more","Annotation of Estimate!!Total!!$150,000 or more!!50.0 percent or more","Margin of Error!!Total!!$150,000 or more!!50.0 percent or more","Annotation of Margin of Error!!Total!!$150,000 or more!!50.0 percent or more","Estimate!!Total!!$150,000 or more!!Not computed","Margin of Error!!Total!!$150,000 or more!!Not computed","Annotation of Margin of Error!!Total!!$150,000 or more!!Not computed","Annotation of Estimate!!Total!!$150,000 or more!!Not computed",
"1600000US1900190","Ackley city, Iowa","596","null","67","null","8","8","null","null","0","9","null","null","0","null","9","null","0","null","9","null","0","null","9","null","0","9","null","null","0","9","null","null","4","6","null","null","4","null","5","null","87","null","29","null","18","null","10","null","27","18","null","null","2","3","null","null","15","null","13","null","9","null","13","null","9","null","8","null","7","7","null","null","0","9","null","null","97","29","null","null","61","null","22","null","6","null","7","null","14","null","10","null","11","18","null","null","3","4","null","null","0","9","null","null","2","null","4","null","0","null","9","null","109","22","null","null","78","21","null","null","15","12","null","null","13","8","null","null","0","null","9","null","3","null","6","null","0","9","null","null","0","9","null","null","0","null","9","null","114","null","30","null","98","26","null","null","13","11","null","null","3","4","null","null","0","9","null","null","0","null","9","null","0","9","null","null","0","9","null","null","0","null","9","null","88","27","null","null","84","null","27","null","4","null","6","null","0","9","null","null","0","null","9","null","0","9","null","null","0","9","null","null","0","null","9","null","0","9","null","null","55","null","25","null","55","25","null","null","0","9","null","null","0","null","9","null","0","null","9","null","0","null","9","null","0","9","null","null","0","9","null","null","0","9","null","null","38","null","15","null","38","null","15","null","0","null","9","null","0","9","null","null","0","9","null","null","0","null","9","null","0","null","9","null","0","null","9","null","0","9","null","null",
"1600000US1900235","Ackworth city, Iowa","20","null","11","null","0","9","null","null","0","9","null","null","0","null","9","null","0","null","9","null","0","null","9","null","0","9","null","null","0","9","null","null","0","9","null","null","0","null","9","null","0","null","9","null","0","null","9","null","0","9","null","null","0","9","null","null","0","null","9","null","0","null","9","null","0","null","9","null","0","9","null","null","0","9","null","null","0","9","null","null","0","null","9","null","0","null","9","null","0","null","9","null","0","9","null","null","0","9","null","null","0","9","null","null","0","null","9","null","0","null","9","null","9","6","null","null","5","5","null","null","0","9","null","null","2","3","null","null","2","null","3","null","0","null","9","null","0","9","null","null","0","9","null","null","0","null","9","null","5","null","6","null","5","6","null","null","0","9","null","null","0","9","null","null","0","9","null","null","0","null","9","null","0","9","null","null","0","9","null","null","0","null","9","null","0","9","null","null","0","null","9","null","0","null","9","null","0","9","null","null","0","null","9","null","0","9","null","null","0","9","null","null","0","null","9","null","0","9","null","null","0","null","9","null","0","9","null","null","0","9","null","null","0","null","9","null","0","null","9","null","0","null","9","null","0","9","null","null","0","9","null","null","0","9","null","null","6","null","7","null","6","null","7","null","0","null","9","null","0","9","null","null","0","9","null","null","0","null","9","null","0","null","9","null","0","null","9","null","0","9","null","null",
