"GEO_ID","NAME","B25074_001E","B25074_001EA","B25074_001M","B25074_001MA","B25074_002E","B25074_002EA","B25074_002M","B25074_002MA","B25074_003E","B25074_003EA","B25074_003M","B25074_003MA","B25074_004E","B25074_004EA","B25074_004M","B25074_004MA","B25074_005E","B25074_005EA","B25074_005M","B25074_005MA","B25074_006E","B25074_006EA","B25074_006M","B25074_006MA","B25074_007E","B25074_007M","B25074_007MA","B25074_007EA","B25074_008E","B25074_008EA","B25074_008M","B25074_008MA","B25074_009E","B25074_009EA","B25074_009M","B25074_009MA","B25074_010E","B25074_010EA","B25074_010M","B25074_010MA","B25074_011E","B25074_011EA","B25074_011M","B25074_011MA","B25074_012E","B25074_012EA","B25074_012M","B25074_012MA","B25074_013E","B25074_013EA","B25074_013M","B25074_013MA","B25074_014E","B25074_014EA","B25074_014M","B25074_014MA","B25074_015E","B25074_015EA","B25074_015M","B25074_015MA","B25074_016E","B25074_016EA","B25074_016M","B25074_016MA","B25074_017E","B25074_017EA","B25074_017M","B25074_017MA","B25074_018E","B25074_018M","B25074_018MA","B25074_018EA","B25074_019E","B25074_019EA","B25074_019M","B25074_019MA","B25074_020E","B25074_020EA","B25074_020M","B25074_020MA","B25074_021E","B25074_021EA","B25074_021M","B25074_021MA","B25074_022E","B25074_022EA","B25074_022M","B25074_022MA","B25074_023E","B25074_023EA","B25074_023M","B25074_023MA","B25074_024E","B25074_024EA","B25074_024M","B25074_024MA","B25074_025E","B25074_025EA","B25074_025M","B25074_025MA","B25074_026E","B25074_026EA","B25074_026M","B25074_026MA","B25074_027E","B25074_027EA","B25074_027M","B25074_027MA","B25074_028E","B25074_028EA","B25074_028M","B25074_028MA","B25074_029E","B25074_029M","B25074_029MA","B25074_029EA","B25074_030E","B25074_030EA","B25074_030M","B25074_030MA","B25074_031E","B25074_031EA","B25074_031M","B25074_031MA","B25074_032E","B25074_032EA","B25074_032M","B25074_032MA","B25074_033E","B25074_033EA","B25074_033M","B25074_033MA","B25074_034E","B25074_034EA","B25074_034M","B25074_034MA","B25074_035E","B25074_035EA","B25074_035M","B25074_035MA","B25074_036E","B25074_036EA","B25074_036M","B25074_036MA","B25074_037E","B25074_037EA","B25074_037M","B25074_037MA","B25074_038E","B25074_038EA","B25074_038M","B25074_038MA","B25074_039E","B25074_039EA","B25074_039M","B25074_039MA","B25074_040E","B25074_040M","B25074_040MA","B25074_040EA","B25074_041E","B25074_041M","B25074_041MA","B25074_041EA","B25074_042E","B25074_042M","B25074_042MA","B25074_042EA","B25074_043E","B25074_043EA","B25074_043M","B25074_043MA","B25074_044E","B25074_044EA","B25074_044M","B25074_044MA","B25074_045E","B25074_045M","B25074_045MA","B25074_045EA","B25074_046E","B25074_046M","B25074_046MA","B25074_046EA","B25074_047E","B25074_047M","B25074_047MA","B25074_047EA","B25074_048E","B25074_048EA","B25074_048M","B25074_048MA","B25074_049E","B25074_049EA","B25074_049M","B25074_049MA","B25074_050E","B25074_050M","B25074_050MA","B25074_050EA","B25074_051E","B25074_051M","B25074_051MA","B25074_051EA","B25074_052E","B25074_052M","B25074_052MA","B25074_052EA","B25074_053E","B25074_053EA","B25074_053M","B25074_053MA","B25074_054E","B25074_054EA","B25074_054M","B25074_054MA","B25074_055E","B25074_055EA","B25074_055M","B25074_055MA","B25074_056E","B25074_056M","B25074_056MA","B25074_056EA","B25074_057E","B25074_057M","B25074_057MA","B25074_057EA","B25074_058E","B25074_058M","B25074_058MA","B25074_058EA","B25074_059E","B25074_059EA","B25074_059M","B25074_059MA","B25074_060E","B25074_060EA","B25074_060M","B25074_060MA","B25074_061E","B25074_061M","B25074_061MA","B25074_061EA","B25074_062E","B25074_062M","B25074_062MA","B25074_062EA","B25074_063E","B25074_063M","B25074_063MA","B25074_063EA","B25074_064E","B25074_064M","B25074_064MA","B25074_064EA",
"Geography","Geographic Area Name","Estimate!!Total:","Annotation of Estimate!!Total:","Margin of Error!!Total:","Annotation of Margin of Error!!Total:","Estimate!!Total:!!Less than $10,000:","Annotation of Estimate!!Total:!!Less than $10,000:","Margin of Error!!Total:!!Less than $10,000:","Annotation of Margin of Error!!Total:!!Less than $10,000:","Estimate!!Total:!!Less than $10,000:!!Less than 20.0 percent","Annotation of Estimate!!Total:!!Less than $10,000:!!Less than 20.0 percent","Margin of Error!!Total:!!Less than $10,000:!!Less than 20.0 percent","Annotation of Margin of Error!!Total:!!Less than $10,000:!!Less than 20.0 percent","Estimate!!Total:!!Less than $10,000:!!20.0 to 24.9 percent","Annotation of Estimate!!Total:!!Less than $10,000:!!20.0 to 24.9 percent","Margin of Error!!Total:!!Less than $10,000:!!20.0 to 24.9 percent","Annotation of Margin of Error!!Total:!!Less than $10,000:!!20.0 to 24.9 percent","Estimate!!Total:!!Less than $10,000:!!25.0 to 29.9 percent","Annotation of Estimate!!Total:!!Less than $10,000:!!25.0 to 29.9 percent","Margin of Error!!Total:!!Less than $10,000:!!25.0 to 29.9 percent","Annotation of Margin of Error!!Total:!!Less than $10,000:!!25.0 to 29.9 percent","Estimate!!Total:!!Less than $10,000:!!30.0 to 34.9 percent","Annotation of Estimate!!Total:!!Less than $10,000:!!30.0 to 34.9 percent","Margin of Error!!Total:!!Less than $10,000:!!30.0 to 34.9 percent","Annotation of Margin of Error!!Total:!!Less than $10,000:!!30.0 to 34.9 percent","Estimate!!Total:!!Less than $10,000:!!35.0 to 39.9 percent","Margin of Error!!Total:!!Less than $10,000:!!35.0 to 39.9 percent","Annotation of Margin of Error!!Total:!!Less than $10,000:!!35.0 to 39.9 percent","Annotation of Estimate!!Total:!!Less than $10,000:!!35.0 to 39.9 percent","Estimate!!Total:!!Less than $10,000:!!40.0 to 49.9 percent","Annotation of Estimate!!Total:!!Less than $10,000:!!40.0 to 49.9 percent","Margin of Error!!Total:!!Less than $10,000:!!40.0 to 49.9 percent","Annotation of Margin of Error!!Total:!!Less than $10,000:!!40.0 to 49.9 percent","Estimate!!Total:!!Less than $10,000:!!50.0 percent or more","Annotation of Estimate!!Total:!!Less than $10,000:!!50.0 percent or more","Margin of Error!!Total:!!Less than $10,000:!!50.0 percent or more","Annotation of Margin of Error!!Total:!!Less than $10,000:!!50.0 percent or more","Estimate!!Total:!!Less than $10,000:!!Not computed","Annotation of Estimate!!Total:!!Less than $10,000:!!Not computed","Margin of Error!!Total:!!Less than $10,000:!!Not computed","Annotation of Margin of Error!!Total:!!Less than $10,000:!!Not computed","Estimate!!Total:!!$10,000 to $19,999:","Annotation of Estimate!!Total:!!$10,000 to $19,999:","Margin of Error!!Total:!!$10,000 to $19,999:","Annotation of Margin of Error!!Total:!!$10,000 to $19,999:","Estimate!!Total:!!$10,000 to $19,999:!!Less than 20.0 percent","Annotation of Estimate!!Total:!!$10,000 to $19,999:!!Less than 20.0 percent","Margin of Error!!Total:!!$10,000 to $19,999:!!Less than 20.0 percent","Annotation of Margin of Error!!Total:!!$10,000 to $19,999:!!Less than 20.0 percent","Estimate!!Total:!!$10,000 to $19,999:!!20.0 to 24.9 percent","Annotation of Estimate!!Total:!!$10,000 to $19,999:!!20.0 to 24.9 percent","Margin of Error!!Total:!!$10,000 to $19,999:!!20.0 to 24.9 percent","Annotation of Margin of Error!!Total:!!$10,000 to $19,999:!!20.0 to 24.9 percent","Estimate!!Total:!!$10,000 to $19,999:!!25.0 to 29.9 percent","Annotation of Estimate!!Total:!!$10,000 to $19,999:!!25.0 to 29.9 percent","Margin of Error!!Total:!!$10,000 to $19,999:!!25.0 to 29.9 percent","Annotation of Margin of Error!!Total:!!$10,000 to $19,999:!!25.0 to 29.9 percent","Estimate!!Total:!!$10,000 to $19,999:!!30.0 to 34.9 percent","Annotation of Estimate!!Total:!!$10,000 to $19,999:!!30.0 to 34.9 percent","Margin of Error!!Total:!!$10,000 to $19,999:!!30.0 to 34.9 percent","Annotation of Margin of Error!!Total:!!$10,000 to $19,999:!!30.0 to 34.9 percent","Estimate!!Total:!!$10,000 to $19,999:!!35.0 to 39.9 percent","Annotation of Estimate!!Total:!!$10,000 to $19,999:!!35.0 to 39.9 percent","Margin of Error!!Total:!!$10,000 to $19,999:!!35.0 to 39.9 percent","Annotation of Margin of Error!!Total:!!$10,000 to $19,999:!!35.0 to 39.9 percent","Estimate!!Total:!!$10,000 to $19,999:!!40.0 to 49.9 percent","Annotation of Estimate!!Total:!!$10,000 to $19,999:!!40.0 to 49.9 percent","Margin of Error!!Total:!!$10,000 to $19,999:!!40.0 to 49.9 percent","Annotation of Margin of Error!!Total:!!$10,000 to $19,999:!!40.0 to 49.9 percent","Estimate!!Total:!!$10,000 to $19,999:!!50.0 percent or more","Margin of Error!!Total:!!$10,000 to $19,999:!!50.0 percent or more","Annotation of Margin of Error!!Total:!!$10,000 to $19,999:!!50.0 percent or more","Annotation of Estimate!!Total:!!$10,000 to $19,999:!!50.0 percent or more","Estimate!!Total:!!$10,000 to $19,999:!!Not computed","Annotation of Estimate!!Total:!!$10,000 to $19,999:!!Not computed","Margin of Error!!Total:!!$10,000 to $19,999:!!Not computed","Annotation of Margin of Error!!Total:!!$10,000 to $19,999:!!Not computed","Estimate!!Total:!!$20,000 to $34,999:","Annotation of Estimate!!Total:!!$20,000 to $34,999:","Margin of Error!!Total:!!$20,000 to $34,999:","Annotation of Margin of Error!!Total:!!$20,000 to $34,999:","Estimate!!Total:!!$20,000 to $34,999:!!Less than 20.0 percent","Annotation of Estimate!!Total:!!$20,000 to $34,999:!!Less than 20.0 percent","Margin of Error!!Total:!!$20,000 to $34,999:!!Less than 20.0 percent","Annotation of Margin of Error!!Total:!!$20,000 to $34,999:!!Less than 20.0 percent","Estimate!!Total:!!$20,000 to $34,999:!!20.0 to 24.9 percent","Annotation of Estimate!!Total:!!$20,000 to $34,999:!!20.0 to 24.9 percent","Margin of Error!!Total:!!$20,000 to $34,999:!!20.0 to 24.9 percent","Annotation of Margin of Error!!Total:!!$20,000 to $34,999:!!20.0 to 24.9 percent","Estimate!!Total:!!$20,000 to $34,999:!!25.0 to 29.9 percent","Annotation of Estimate!!Total:!!$20,000 to $34,999:!!25.0 to 29.9 percent","Margin of Error!!Total:!!$20,000 to $34,999:!!25.0 to 29.9 percent","Annotation of Margin of Error!!Total:!!$20,000 to $34,999:!!25.0 to 29.9 percent","Estimate!!Total:!!$20,000 to $34,999:!!30.0 to 34.9 percent","Annotation of Estimate!!Total:!!$20,000 to $34,999:!!30.0 to 34.9 percent","Margin of Error!!Total:!!$20,000 to $34,999:!!30.0 to 34.9 percent","Annotation of Margin of Error!!Total:!!$20,000 to $34,999:!!30.0 to 34.9 percent","Estimate!!Total:!!$20,000 to $34,999:!!35.0 to 39.9 percent","Annotation of Estimate!!Total:!!$20,000 to $34,999:!!35.0 to 39.9 percent","Margin of Error!!Total:!!$20,000 to $34,999:!!35.0 to 39.9 percent","Annotation of Margin of Error!!Total:!!$20,000 to $34,999:!!35.0 to 39.9 percent","Estimate!!Total:!!$20,000 to $34,999:!!40.0 to 49.9 percent","Annotation of Estimate!!Total:!!$20,000 to $34,999:!!40.0 to 49.9 percent","Margin of Error!!Total:!!$20,000 to $34,999:!!40.0 to 49.9 percent","Annotation of Margin of Error!!Total:!!$20,000 to $34,999:!!40.0 to 49.9 percent","Estimate!!Total:!!$20,000 to $34,999:!!50.0 percent or more","Annotation of Estimate!!Total:!!$20,000 to $34,999:!!50.0 percent or more","Margin of Error!!Total:!!$20,000 to $34,999:!!50.0 percent or more","Annotation of Margin of Error!!Total:!!$20,000 to $34,999:!!50.0 percent or more","Estimate!!Total:!!$20,000 to $34,999:!!Not computed","Annotation of Estimate!!Total:!!$20,000 to $34,999:!!Not computed","Margin of Error!!Total:!!$20,000 to $34,999:!!Not computed","Annotation of Margin of Error!!Total:!!$20,000 to $34,999:!!Not computed","Estimate!!Total:!!$35,000 to $49,999:","Margin of Error!!Total:!!$35,000 to $49,999:","Annotation of Margin of Error!!Total:!!$35,000 to $49,999:","Annotation of Estimate!!Total:!!$35,000 to $49,999:","Estimate!!Total:!!$35,000 to $49,999:!!Less than 20.0 percent","Annotation of Estimate!!Total:!!$35,000 to $49,999:!!Less than 20.0 percent","Margin of Error!!Total:!!$35,000 to $49,999:!!Less than 20.0 percent","Annotation of Margin of Error!!Total:!!$35,000 to $49,999:!!Less than 20.0 percent","Estimate!!Total:!!$35,000 to $49,999:!!20.0 to 24.9 percent","Annotation of Estimate!!Total:!!$35,000 to $49,999:!!20.0 to 24.9 percent","Margin of Error!!Total:!!$35,000 to $49,999:!!20.0 to 24.9 percent","Annotation of Margin of Error!!Total:!!$35,000 to $49,999:!!20.0 to 24.9 percent","Estimate!!Total:!!$35,000 to $49,999:!!25.0 to 29.9 percent","Annotation of Estimate!!Total:!!$35,000 to $49,999:!!25.0 to 29.9 percent","Margin of Error!!Total:!!$35,000 to $49,999:!!25.0 to 29.9 percent","Annotation of Margin of Error!!Total:!!$35,000 to $49,999:!!25.0 to 29.9 percent","Estimate!!Total:!!$35,000 to $49,999:!!30.0 to 34.9 percent","Annotation of Estimate!!Total:!!$35,000 to $49,999:!!30.0 to 34.9 percent","Margin of Error!!Total:!!$35,000 to $49,999:!!30.0 to 34.9 percent","Annotation of Margin of Error!!Total:!!$35,000 to $49,999:!!30.0 to 34.9 percent","Estimate!!Total:!!$35,000 to $49,999:!!35.0 to 39.9 percent","Annotation of Estimate!!Total:!!$35,000 to $49,999:!!35.0 to 39.9 percent","Margin of Error!!Total:!!$35,000 to $49,999:!!35.0 to 39.9 percent","Annotation of Margin of Error!!Total:!!$35,000 to $49,999:!!35.0 to 39.9 percent","Estimate!!Total:!!$35,000 to $49,999:!!40.0 to 49.9 percent","Annotation of Estimate!!Total:!!$35,000 to $49,999:!!40.0 to 49.9 percent","Margin of Error!!Total:!!$35,000 to $49,999:!!40.0 to 49.9 percent","Annotation of Margin of Error!!Total:!!$35,000 to $49,999:!!40.0 to 49.9 percent","Estimate!!Total:!!$35,000 to $49,999:!!50.0 percent or more","Annotation of Estimate!!Total:!!$35,000 to $49,999:!!50.0 percent or more","Margin of Error!!Total:!!$35,000 to $49,999:!!50.0 percent or more","Annotation of Margin of Error!!Total:!!$35,000 to $49,999:!!50.0 percent or more","Estimate!!Total:!!$35,000 to $49,999:!!Not computed","Annotation of Estimate!!Total:!!$35,000 to $49,999:!!Not computed","Margin of Error!!Total:!!$35,000 to $49,999:!!Not computed","Annotation of Margin of Error!!Total:!!$35,000 to $49,999:!!Not computed","Estimate!!Total:!!$50,000 to $74,999:","Annotation of Estimate!!Total:!!$50,000 to $74,999:","Margin of Error!!Total:!!$50,000 to $74,999:","Annotation of Margin of Error!!Total:!!$50,000 to $74,999:","Estimate!!Total:!!$50,000 to $74,999:!!Less than 20.0 percent","Annotation of Estimate!!Total:!!$50,000 to $74,999:!!Less than 20.0 percent","Margin of Error!!Total:!!$50,000 to $74,999:!!Less than 20.0 percent","Annotation of Margin of Error!!Total:!!$50,000 to $74,999:!!Less than 20.0 percent","Estimate!!Total:!!$50,000 to $74,999:!!20.0 to 24.9 percent","Margin of Error!!Total:!!$50,000 to $74,999:!!20.0 to 24.9 percent","Annotation of Margin of Error!!Total:!!$50,000 to $74,999:!!20.0 to 24.9 percent","Annotation of Estimate!!Total:!!$50,000 to $74,999:!!20.0 to 24.9 percent","Estimate!!Total:!!$50,000 to $74,999:!!25.0 to 29.9 percent","Margin of Error!!Total:!!$50,000 to $74,999:!!25.0 to 29.9 percent","Annotation of Margin of Error!!Total:!!$50,000 to $74,999:!!25.0 to 29.9 percent","Annotation of Estimate!!Total:!!$50,000 to $74,999:!!25.0 to 29.9 percent","Estimate!!Total:!!$50,000 to $74,999:!!30.0 to 34.9 percent","Margin of Error!!Total:!!$50,000 to $74,999:!!30.0 to 34.9 percent","Annotation of Margin of Error!!Total:!!$50,000 to $74,999:!!30.0 to 34.9 percent","Annotation of Estimate!!Total:!!$50,000 to $74,999:!!30.0 to 34.9 percent","Estimate!!Total:!!$50,000 to $74,999:!!35.0 to 39.9 percent","Annotation of Estimate!!Total:!!$50,000 to $74,999:!!35.0 to 39.9 percent","Margin of Error!!Total:!!$50,000 to $74,999:!!35.0 to 39.9 percent","Annotation of Margin of Error!!Total:!!$50,000 to $74,999:!!35.0 to 39.9 percent","Estimate!!Total:!!$50,000 to $74,999:!!40.0 to 49.9 percent","Annotation of Estimate!!Total:!!$50,000 to $74,999:!!40.0 to 49.9 percent","Margin of Error!!Total:!!$50,000 to $74,999:!!40.0 to 49.9 percent","Annotation of Margin of Error!!Total:!!$50,000 to $74,999:!!40.0 to 49.9 percent","Estimate!!Total:!!$50,000 to $74,999:!!50.0 percent or more","Margin of Error!!Total:!!$50,000 to $74,999:!!50.0 percent or more","Annotation of Margin of Error!!Total:!!$50,000 to $74,999:!!50.0 percent or more","Annotation of Estimate!!Total:!!$50,000 to $74,999:!!50.0 percent or more","Estimate!!Total:!!$50,000 to $74,999:!!Not computed","Margin of Error!!Total:!!$50,000 to $74,999:!!Not computed","Annotation of Margin of Error!!Total:!!$50,000 to $74,999:!!Not computed","Annotation of Estimate!!Total:!!$50,000 to $74,999:!!Not computed","Estimate!!Total:!!$75,000 to $99,999:","Margin of Error!!Total:!!$75,000 to $99,999:","Annotation of Margin of Error!!Total:!!$75,000 to $99,999:","Annotation of Estimate!!Total:!!$75,000 to $99,999:","Estimate!!Total:!!$75,000 to $99,999:!!Less than 20.0 percent","Annotation of Estimate!!Total:!!$75,000 to $99,999:!!Less than 20.0 percent","Margin of Error!!Total:!!$75,000 to $99,999:!!Less than 20.0 percent","Annotation of Margin of Error!!Total:!!$75,000 to $99,999:!!Less than 20.0 percent","Estimate!!Total:!!$75,000 to $99,999:!!20.0 to 24.9 percent","Annotation of Estimate!!Total:!!$75,000 to $99,999:!!20.0 to 24.9 percent","Margin of Error!!Total:!!$75,000 to $99,999:!!20.0 to 24.9 percent","Annotation of Margin of Error!!Total:!!$75,000 to $99,999:!!20.0 to 24.9 percent","Estimate!!Total:!!$75,000 to $99,999:!!25.0 to 29.9 percent","Margin of Error!!Total:!!$75,000 to $99,999:!!25.0 to 29.9 percent","Annotation of Margin of Error!!Total:!!$75,000 to $99,999:!!25.0 to 29.9 percent","Annotation of Estimate!!Total:!!$75,000 to $99,999:!!25.0 to 29.9 percent","Estimate!!Total:!!$75,000 to $99,999:!!30.0 to 34.9 percent","Margin of Error!!Total:!!$75,000 to $99,999:!!30.0 to 34.9 percent","Annotation of Margin of Error!!Total:!!$75,000 to $99,999:!!30.0 to 34.9 percent","Annotation of Estimate!!Total:!!$75,000 to $99,999:!!30.0 to 34.9 percent","Estimate!!Total:!!$75,000 to $99,999:!!35.0 to 39.9 percent","Margin of Error!!Total:!!$75,000 to $99,999:!!35.0 to 39.9 percent","Annotation of Margin of Error!!Total:!!$75,000 to $99,999:!!35.0 to 39.9 percent","Annotation of Estimate!!Total:!!$75,000 to $99,999:!!35.0 to 39.9 percent","Estimate!!Total:!!$75,000 to $99,999:!!40.0 to 49.9 percent","Annotation of Estimate!!Total:!!$75,000 to $99,999:!!40.0 to 49.9 percent","Margin of Error!!Total:!!$75,000 to $99,999:!!40.0 to 49.9 percent","Annotation of Margin of Error!!Total:!!$75,000 to $99,999:!!40.0 to 49.9 percent","Estimate!!Total:!!$75,000 to $99,999:!!50.0 percent or more","Annotation of Estimate!!Total:!!$75,000 to $99,999:!!50.0 percent or more","Margin of Error!!Total:!!$75,000 to $99,999:!!50.0 percent or more","Annotation of Margin of Error!!Total:!!$75,000 to $99,999:!!50.0 percent or more","Estimate!!Total:!!$75,000 to $99,999:!!Not computed","Annotation of Estimate!!Total:!!$75,000 to $99,999:!!Not computed","Margin of Error!!Total:!!$75,000 to $99,999:!!Not computed","Annotation of Margin of Error!!Total:!!$75,000 to $99,999:!!Not computed","Estimate!!Total:!!$100,000 or more:","Margin of Error!!Total:!!$100,000 or more:","Annotation of Margin of Error!!Total:!!$100,000 or more:","Annotation of Estimate!!Total:!!$100,000 or more:","Estimate!!Total:!!$100,000 or more:!!Less than 20.0 percent","Margin of Error!!Total:!!$100,000 or more:!!Less than 20.0 percent","Annotation of Margin of Error!!Total:!!$100,000 or more:!!Less than 20.0 percent","Annotation of Estimate!!Total:!!$100,000 or more:!!Less than 20.0 percent","Estimate!!Total:!!$100,000 or more:!!20.0 to 24.9 percent","Margin of Error!!Total:!!$100,000 or more:!!20.0 to 24.9 percent","Annotation of Margin of Error!!Total:!!$100,000 or more:!!20.0 to 24.9 percent","Annotation of Estimate!!Total:!!$100,000 or more:!!20.0 to 24.9 percent","Estimate!!Total:!!$100,000 or more:!!25.0 to 29.9 percent","Annotation of Estimate!!Total:!!$100,000 or more:!!25.0 to 29.9 percent","Margin of Error!!Total:!!$100,000 or more:!!25.0 to 29.9 percent","Annotation of Margin of Error!!Total:!!$100,000 or more:!!25.0 to 29.9 percent","Estimate!!Total:!!$100,000 or more:!!30.0 to 34.9 percent","Annotation of Estimate!!Total:!!$100,000 or more:!!30.0 to 34.9 percent","Margin of Error!!Total:!!$100,000 or more:!!30.0 to 34.9 percent","Annotation of Margin of Error!!Total:!!$100,000 or more:!!30.0 to 34.9 percent","Estimate!!Total:!!$100,000 or more:!!35.0 to 39.9 percent","Margin of Error!!Total:!!$100,000 or more:!!35.0 to 39.9 percent","Annotation of Margin of Error!!Total:!!$100,000 or more:!!35.0 to 39.9 percent","Annotation of Estimate!!Total:!!$100,000 or more:!!35.0 to 39.9 percent","Estimate!!Total:!!$100,000 or more:!!40.0 to 49.9 percent","Margin of Error!!Total:!!$100,000 or more:!!40.0 to 49.9 percent","Annotation of Margin of Error!!Total:!!$100,000 or more:!!40.0 to 49.9 percent","Annotation of Estimate!!Total:!!$100,000 or more:!!40.0 to 49.9 percent","Estimate!!Total:!!$100,000 or more:!!50.0 percent or more","Margin of Error!!Total:!!$100,000 or more:!!50.0 percent or more","Annotation of Margin of Error!!Total:!!$100,000 or more:!!50.0 percent or more","Annotation of Estimate!!Total:!!$100,000 or more:!!50.0 percent or more","Estimate!!Total:!!$100,000 or more:!!Not computed","Margin of Error!!Total:!!$100,000 or more:!!Not computed","Annotation of Margin of Error!!Total:!!$100,000 or more:!!Not computed","Annotation of Estimate!!Total:!!$100,000 or more:!!Not computed",
"1600000US1900190","Ackley city, Iowa","171","null","49","null","0","null","10","null","0","null","10","null","0","null","10","null","0","null","10","null","0","null","10","null","0","10","null","null","0","null","10","null","0","null","10","null","0","null","10","null","68","null","36","null","8","null","12","null","3","null","4","null","0","null","10","null","5","null","4","null","19","null","19","null","0","null","10","null","24","23","null","null","9","null","13","null","43","null","27","null","7","null","9","null","13","null","15","null","13","null","16","null","5","null","8","null","0","null","10","null","0","null","10","null","0","null","10","null","5","null","8","null","23","19","null","null","12","null","10","null","11","null","16","null","0","null","10","null","0","null","10","null","0","null","10","null","0","null","10","null","0","null","10","null","0","null","10","null","29","null","24","null","18","null","15","null","11","17","null","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","null","10","null","8","8","null","null","4","6","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","4","5","null","null",
"1600000US1900235","Ackworth city, Iowa","33","null","39","null","0","null","10","null","0","null","10","null","0","null","10","null","0","null","10","null","0","null","10","null","0","10","null","null","0","null","10","null","0","null","10","null","0","null","10","null","30","null","39","null","0","null","10","null","0","null","10","null","0","null","10","null","0","null","10","null","0","null","10","null","0","null","10","null","30","39","null","null","0","null","10","null","2","null","3","null","0","null","10","null","0","null","10","null","0","null","10","null","0","null","10","null","0","null","10","null","2","null","3","null","0","null","10","null","0","null","10","null","1","2","null","null","0","null","10","null","0","null","10","null","0","null","10","null","1","null","2","null","0","null","10","null","0","null","10","null","0","null","10","null","0","null","10","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","0","10","null","null",
"1600000US1900370","Adair city, Iowa","134","null","40","null","18","null","18","null","0","null","10","null","0","null","10","null","0","null","10","null","0","null","10","null","0","10","null","null","0","null","10","null","5","null","6","null","13","null","16","null","8","null","8","null","0","null","10","null","0","null","10","null","0","null","10","null","0","null","10","null","0","null","10","null","3","null","5","null","5","6","null","null","0","null","10","null","32","null","19","null","0","null","10","null","6","null","7","null","0","null","10","null","18","null","15","null","0","null","10","null","6","null","10","null","2","null","4","null","0","null","10","null","43","25","null","null","22","null","17","null","3","null","5","null","2","null","4","null","1","null","3","null","10","null","14","null","0","null","10","null","0","null","10","null","5","null","6","null","12","null","12","null","10","null","12","null","2","3","null","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null","18","19","null","null","13","null","18","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","5","null","7","null","3","4","null","null","3","4","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","0","10","null","null",
"1600000US1900505","Adel city, Iowa","549","null","155","null","111","null","110","null","0","null","10","null","0","null","10","null","12","null","19","null","0","null","10","null","0","10","null","null","62","null","115","null","37","null","30","null","0","null","10","null","49","null","33","null","0","null","10","null","0","null","10","null","3","null","5","null","17","null","20","null","9","null","14","null","0","null","10","null","20","22","null","null","0","null","10","null","102","null","72","null","0","null","10","null","10","null","15","null","7","null","11","null","41","null","48","null","44","null","52","null","0","null","10","null","0","null","10","null","0","null","10","null","103","77","null","null","38","null","44","null","18","null","35","null","31","null","45","null","7","null","11","null","0","null","10","null","0","null","10","null","0","null","10","null","9","null","15","null","128","null","100","null","118","null","99","null","0","10","null","null","0","10","null","null","10","15","null","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null","22","23","null","null","22","null","23","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","null","10","null","34","43","null","null","34","43","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","0","10","null","null",
"1600000US1900595","Afton city, Iowa","101","null","35","null","8","null","8","null","0","null","10","null","0","null","10","null","0","null","10","null","4","null","5","null","0","10","null","null","0","null","10","null","4","null","8","null","0","null","10","null","13","null","11","null","0","null","10","null","5","null","4","null","6","null","9","null","0","null","10","null","0","null","10","null","0","null","10","null","2","4","null","null","0","null","10","null","29","null","19","null","12","null","15","null","6","null","6","null","7","null","8","null","0","null","10","null","2","null","2","null","2","null","3","null","0","null","10","null","0","null","10","null","18","13","null","null","16","null","13","null","2","null","3","null","0","null","10","null","0","null","10","null","0","null","10","null","0","null","10","null","0","null","10","null","0","null","10","null","16","null","13","null","10","null","9","null","6","8","null","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null","7","9","null","null","7","null","9","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","null","10","null","10","15","null","null","10","15","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","0","10","null","null",
